Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
3,11.0,4,1,11.5,21,123.3,10,132.0,9853,13,4,4,1.74,17,12,12,0,0,6,6,1,1,0,0,1.4,10.8,0,5,Dropout
5,14.2,5,1,14.2,19,124.4,5,124.0,9670,5,4,5,0.32,17,1,19,0,0,5,5,1,0,0,0,2.6,7.6,0,2,Non-Dropout
6,13.0,6,1,12.5,19,126.0,7,133.1,9773,6,7,7,-4.06,17,19,37,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,47,170.0,0,170.0,9003,1,6,6,3.51,39,1,37,0,1,6,1,1,0,0,0,1.4,8.9,0,1,Non-Dropout
4,11.0,5,1,11.66666667,19,121.5,12,125.0,9238,10,8,7,0.79,17,19,19,0,0,6,6,1,0,0,0,-0.3,13.9,0,3,Non-Dropout
7,14.25714286,7,1,14.25714286,29,130.0,8,130.0,9500,8,1,1,-1.7,39,2,2,0,0,8,8,3,0,0,0,3.7,12.7,0,1,Non-Dropout
2,11.33333333,3,1,12.0,21,117.0,12,125.0,9238,13,8,4,-0.92,43,19,19,0,0,6,6,1,1,0,0,0.3,16.2,0,1,Dropout
4,10.5,4,1,11.25,28,130.0,11,130.0,9085,13,7,9,-1.7,39,37,19,0,0,5,5,1,1,0,1,3.7,12.7,0,1,Non-Dropout
8,13.5625,7,1,12.45714286,20,108.0,8,133.1,9556,8,10,3,-4.06,17,37,37,0,0,8,7,1,0,0,0,2.8,15.5,0,2,Non-Dropout
6,11.68333333,6,1,11.68333333,19,132.3,7,131.0,9500,7,5,4,0.32,17,2,38,0,0,7,7,1,1,0,0,2.6,7.6,0,1,Non-Dropout
5,12.0,3,1,11.66666667,26,148.0,8,150.0,8014,10,6,4,-3.12,42,19,2,0,0,6,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,13.16666667,4,0,11.75,20,122.6,6,125.0,9254,8,8,9,2.02,17,37,37,0,1,6,6,1,1,0,0,0.6,11.1,0,2,Dropout
4,13.5,3,1,11.66666667,18,123.0,6,131.0,9670,6,9,9,0.32,1,37,37,1,0,5,5,1,1,0,0,2.6,7.6,0,1,Non-Dropout
5,12.0,5,1,13.2,27,102.5,10,130.0,9853,9,5,9,0.32,39,37,19,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Non-Dropout
4,11.95,4,1,11.95,20,113.3,8,123.0,9500,8,90,90,0.32,1,34,34,0,0,7,7,1,1,0,0,2.6,7.6,0,2,Dropout
5,10.4,5,1,12.4,18,133.0,12,141.0,9853,8,5,9,-3.12,1,37,19,0,0,6,6,1,1,0,0,-0.8,9.4,0,5,Dropout
6,14.58333333,6,1,14.35,33,140.0,10,140.0,9500,8,5,9,-0.92,7,1,1,0,0,8,7,3,0,0,0,0.3,16.2,0,1,Dropout
19,12.78947368,21,1,12.61904762,35,128.3,19,140.0,9853,21,3,3,1.79,43,3,1,0,0,19,21,1,1,0,0,0.5,12.4,0,1,Non-Dropout
6,13.16666667,6,1,12.66666667,26,140.0,7,140.0,9991,7,8,9,-3.12,44,37,19,1,0,6,6,39,0,1,0,-0.8,9.4,0,1,Non-Dropout
0,0.0,5,0,12.0,27,104.0,6,133.1,9773,6,4,3,2.02,39,19,19,0,1,6,6,19,0,0,0,0.6,11.1,0,1,Dropout
0,0.0,6,0,12.16666667,19,122.3,6,131.0,9070,6,5,5,-4.06,18,1,37,0,0,6,6,1,1,0,0,2.8,15.5,0,3,Dropout
0,0.0,0,1,0.0,20,135.0,0,143.0,9254,0,6,4,2.02,17,1,19,0,0,6,6,1,0,0,0,0.6,11.1,0,2,Dropout
3,10.57142857,3,0,10.0,20,119.1,9,132.0,9147,9,7,5,1.74,18,3,3,0,1,5,5,1,1,0,0,1.4,10.8,0,2,Dropout
4,10.0,8,0,11.5,21,126.6,12,143.0,9238,18,9,5,-3.12,43,1,37,0,1,6,10,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,13.05,6,1,13.05,18,129.0,7,141.0,9500,7,4,9,0.32,17,38,1,1,0,7,7,1,1,0,0,2.6,7.6,0,3,Non-Dropout
0,0.0,2,1,11.0,24,162.3,6,133.1,9085,10,9,9,3.51,39,1,19,0,0,6,6,1,1,0,0,1.4,8.9,0,1,Dropout
6,12.0,6,1,11.5,20,163.4,6,148.0,9070,7,1,4,-0.92,17,1,3,0,0,6,6,1,1,0,0,0.3,16.2,0,4,Non-Dropout
6,12.5,6,1,12.0,21,121.5,6,125.0,9254,7,8,9,0.79,1,19,38,1,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
1,10.0,2,1,10.0,23,122.8,12,120.0,8014,13,3,7,-3.12,1,1,37,0,0,5,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
0,0.0,0,1,0.0,24,118.0,5,140.0,9147,5,3,4,0.32,39,12,3,0,0,5,5,1,1,0,0,2.6,7.6,0,1,Dropout
0,0.0,0,1,0.0,21,134.0,0,139.0,9853,0,10,4,1.79,51,1,1,0,0,6,6,1,0,0,0,0.5,12.4,0,1,Dropout
7,12.24285714,7,1,12.24285714,18,129.8,8,142.0,9500,8,8,9,-1.7,1,38,38,0,0,8,8,1,1,0,0,3.7,12.7,0,4,Non-Dropout
0,0.0,0,1,0.0,27,152.0,0,130.0,9991,0,4,3,3.51,39,19,1,0,0,5,5,40,1,0,0,1.4,8.9,0,1,Dropout
8,12.93375,8,1,12.93375,18,122.8,8,126.0,9500,8,5,5,-3.12,18,37,37,0,0,8,8,1,1,0,0,-0.8,9.4,0,6,Non-Dropout
0,0.0,0,1,0.0,35,150.0,0,150.0,9119,0,2,2,0.79,7,3,2,0,0,5,5,3,0,0,0,-0.3,13.9,0,1,Dropout
7,14.42857143,7,1,12.57142857,18,131.8,8,130.0,9853,9,8,3,2.02,1,19,19,0,0,7,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
3,11.33333333,3,1,11.81666667,35,105.9,3,120.0,9500,4,121,175,2.02,39,1,3,0,0,3,3,1,0,0,0,0.6,11.1,0,1,Non-Dropout
4,14.33333333,4,1,13.75,19,132.1,13,138.0,9085,9,7,4,1.74,1,1,1,0,0,5,5,1,1,2,0,1.4,10.8,0,1,Non-Dropout
6,11.33333333,6,1,11.16666667,20,127.4,6,127.0,9238,8,0,4,0.32,1,19,19,0,0,6,6,1,1,0,0,2.6,7.6,0,4,Non-Dropout
7,12.32428571,7,1,12.32428571,18,129.5,8,140.0,9500,8,7,7,1.74,1,19,19,0,0,8,8,1,1,0,0,1.4,10.8,0,4,Non-Dropout
6,11.71428571,6,1,12.16666667,21,126.7,7,130.0,9238,6,10,5,0.79,44,38,38,0,1,6,6,39,0,0,0,-0.3,13.9,0,1,Non-Dropout
4,11.25,5,1,11.14285714,18,116.5,11,128.0,9238,11,8,9,-0.92,17,19,37,1,0,6,6,1,0,0,0,0.3,16.2,0,2,Non-Dropout
4,10.75,4,1,11.0,18,119.1,9,132.0,9238,9,0,0,0.32,1,34,34,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
7,12.91428571,7,1,12.91428571,18,126.5,8,149.0,9500,8,9,9,-1.7,1,19,38,0,0,8,8,1,1,0,0,3.7,12.7,0,2,Non-Dropout
6,14.16666667,6,1,13.83333333,18,149.8,6,155.0,9773,6,4,1,-0.92,1,3,19,1,0,6,6,1,1,0,0,0.3,16.2,0,4,Non-Dropout
5,13.4,6,1,13.85714286,19,115.1,9,120.0,9085,8,7,8,0.79,1,19,1,0,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
5,12.8,6,1,13.71428571,36,124.5,6,133.1,9254,7,3,2,-0.92,39,3,19,1,0,6,6,19,0,0,0,0.3,16.2,0,1,Dropout
7,12.64285714,7,1,12.64285714,18,128.3,8,131.0,9500,8,4,7,-1.7,1,38,1,1,0,8,8,1,1,0,0,3.7,12.7,0,2,Non-Dropout
6,12.91666667,6,1,12.91666667,18,136.0,7,149.0,9500,7,9,9,0.32,1,37,37,1,0,7,7,1,0,0,0,2.6,7.6,0,1,Non-Dropout
6,15.85714286,6,1,15.625,20,140.0,8,140.0,9130,8,2,9,0.79,43,1,3,1,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
0,0.0,0,1,0.0,26,126.3,8,133.1,9991,7,9,9,-0.92,39,37,37,1,0,5,5,1,0,0,0,0.3,16.2,0,1,Dropout
6,12.0,6,1,11.71428571,21,126.9,7,122.0,9773,8,5,4,0.32,43,1,1,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Non-Dropout
8,13.3125,6,1,12.125,25,145.0,9,130.0,9556,10,5,4,-4.06,39,1,1,0,0,8,7,40,0,0,0,2.8,15.5,0,1,Non-Dropout
5,11.6,5,1,11.6,19,115.8,5,121.0,9147,7,5,5,1.79,18,19,3,1,0,5,5,1,1,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,1,1,10.0,24,100.0,6,120.0,8014,11,7,8,-3.12,39,19,37,0,0,6,6,1,1,6,0,-0.8,9.4,0,1,Dropout
0,0.0,1,1,10.0,27,102.5,13,133.1,8014,16,4,5,3.51,39,1,19,1,0,6,6,1,0,0,0,1.4,8.9,0,1,Dropout
2,13.5,0,1,0.0,21,131.5,9,121.0,9085,10,3,1,0.32,17,19,37,0,0,5,5,1,0,0,1,2.6,7.6,0,1,Dropout
3,12.33333333,4,1,13.0,18,147.0,8,133.0,9147,7,7,7,-3.12,1,38,38,1,0,5,5,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,14.5,6,1,13.33333333,19,122.5,6,134.0,9853,6,7,5,1.74,1,37,37,1,0,6,6,1,0,0,0,1.4,10.8,0,4,Non-Dropout
2,12.5,4,1,11.25,18,117.5,13,115.0,9254,9,3,3,-3.12,1,1,1,0,0,6,6,1,1,0,0,-0.8,9.4,0,3,Dropout
7,12.19285714,5,1,13.85,19,150.0,9,127.0,9500,9,9,5,2.02,51,19,1,1,0,8,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
7,14.9125,6,1,13.74166667,19,127.5,9,135.0,9500,8,5,4,-0.92,18,1,38,1,0,8,7,1,1,0,0,0.3,16.2,0,1,Non-Dropout
5,15.8,6,1,15.33333333,33,140.0,5,140.0,9991,7,3,3,2.02,7,40,5,0,0,5,6,43,0,0,0,0.6,11.1,0,1,Non-Dropout
5,13.8,5,1,11.0,45,130.0,5,130.0,9147,6,10,3,1.79,7,1,4,0,0,5,5,3,0,0,0,0.5,12.4,0,1,Non-Dropout
6,12.85714286,6,1,12.0,20,133.3,7,135.0,9238,6,9,9,2.02,1,1,1,1,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,1,0.0,28,97.0,5,140.0,9670,5,0,0,0.32,39,34,34,0,0,5,5,1,1,0,0,2.6,7.6,0,2,Dropout
7,11.57142857,7,1,11.57142857,19,112.0,15,120.0,9500,15,8,5,-1.7,43,1,1,1,0,8,8,1,1,0,0,3.7,12.7,0,1,Non-Dropout
3,12.66666667,6,1,12.85714286,18,123.6,6,140.0,9254,10,5,4,-1.7,1,1,37,0,0,6,6,1,1,0,0,3.7,12.7,0,2,Non-Dropout
0,0.0,0,1,0.0,38,130.5,0,133.1,9254,0,6,4,-4.06,39,19,19,0,0,6,6,3,0,0,0,2.8,15.5,0,1,Dropout
5,13.2,5,1,13.0,19,133.3,5,135.0,9670,5,3,4,-3.12,1,1,3,0,0,5,5,1,0,0,0,-0.8,9.4,0,2,Non-Dropout
5,12.0,5,1,11.0,21,132.1,8,123.0,9254,9,9,9,-4.06,1,1,37,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
1,15.0,3,1,12.0,21,100.0,12,133.1,9147,12,10,9,-0.92,1,37,1,0,0,5,5,1,0,3,0,0.3,16.2,0,1,Dropout
6,13.0,5,1,12.6,22,140.4,6,154.0,9238,6,9,9,1.74,1,38,37,1,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,13.16666667,5,1,13.4,18,141.7,7,148.0,9853,8,7,5,-3.12,1,19,19,1,0,6,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,11.57142857,6,1,11.33333333,18,119.7,9,133.0,9238,9,9,3,-4.06,17,37,37,1,0,6,6,1,0,0,0,2.8,15.5,0,2,Non-Dropout
4,14.25,4,0,13.5,25,122.5,10,126.0,9130,14,9,9,-3.12,1,19,1,0,0,5,5,1,1,0,2,-0.8,9.4,0,1,Dropout
3,10.33333333,3,0,11.75,24,140.0,14,133.1,9085,11,7,9,-0.92,39,19,19,0,1,6,6,19,0,0,0,0.3,16.2,0,1,Dropout
7,11.4625,6,1,12.47142857,19,119.4,8,125.0,9500,10,4,4,1.79,1,3,1,0,0,7,7,1,1,0,0,0.5,12.4,0,3,Non-Dropout
9,13.55555556,11,1,12.90909091,24,155.0,15,145.0,171,19,3,3,1.79,16,3,3,0,0,13,17,1,1,0,0,0.5,12.4,0,1,Non-Dropout
5,13.6,5,1,11.6,20,119.1,5,118.0,9147,5,5,5,1.79,1,37,19,1,0,5,5,1,1,0,0,0.5,12.4,0,2,Non-Dropout
0,0.0,0,0,0.0,25,122.7,9,120.0,9147,5,1,9,1.74,39,37,1,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Dropout
10,12.36363636,9,1,12.9,20,117.9,12,127.0,9147,13,10,9,3.51,1,38,19,1,0,10,10,1,0,0,0,1.4,8.9,0,1,Non-Dropout
8,13.22,8,1,13.22,23,130.0,8,130.0,9500,8,3,5,-3.12,7,19,38,0,0,8,8,3,0,0,0,-0.8,9.4,0,1,Non-Dropout
7,13.15142857,7,1,13.15142857,19,120.0,8,129.0,9500,8,6,7,1.74,17,19,37,1,0,8,8,1,1,0,0,1.4,10.8,0,3,Non-Dropout
3,11.33333333,3,0,12.75,29,130.0,8,130.0,9003,13,10,9,0.79,44,37,37,0,1,6,6,39,0,0,0,-0.3,13.9,0,1,Dropout
4,12.25,6,1,11.33333333,21,116.8,8,121.0,9254,8,7,4,2.02,1,19,37,0,0,6,6,1,1,0,0,0.6,11.1,0,3,Non-Dropout
5,14.14285714,6,1,13.25,18,123.4,13,136.0,9670,10,8,9,2.02,1,19,1,1,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
5,12.4,5,1,12.4,19,125.4,6,125.0,9070,7,9,9,-3.12,1,19,38,0,0,6,6,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
6,12.83333333,6,1,15.0,18,127.2,6,131.0,9773,6,7,7,3.51,1,38,37,1,0,6,6,1,1,0,0,1.4,8.9,0,3,Dropout
5,13.0,5,1,14.4,19,103.4,6,122.0,9085,6,6,90,0.32,1,9,19,0,0,5,5,1,0,0,0,2.6,7.6,0,1,Non-Dropout
0,0.0,1,1,11.0,18,123.2,12,127.0,9773,12,8,9,-3.12,1,37,37,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
5,10.8,5,1,12.4,18,124.1,6,136.0,9147,8,4,4,3.51,17,1,1,0,0,5,5,1,0,0,0,1.4,8.9,0,1,Non-Dropout
0,0.0,1,0,16.0,37,99.5,12,133.1,9556,13,7,7,3.51,39,38,37,1,1,7,7,19,1,0,0,1.4,8.9,0,1,Dropout
5,12.33333333,5,1,13.57142857,29,124.9,14,127.0,9991,10,6,6,-0.92,17,37,37,0,0,5,5,40,0,3,0,0.3,16.2,0,1,Non-Dropout
6,12.5,6,1,11.83333333,18,110.8,6,116.0,9070,6,9,9,0.32,17,37,37,0,0,6,6,1,0,0,0,2.6,7.6,0,3,Non-Dropout
5,12.66666667,5,1,11.66666667,19,118.9,9,121.0,9238,8,8,9,1.79,1,1,1,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
2,13.0,6,0,11.83333333,22,118.8,8,124.0,9238,16,1,3,-0.92,43,1,1,0,1,7,10,1,1,0,0,0.3,16.2,0,1,Dropout
5,10.6,6,1,11.16666667,20,137.0,10,131.0,9254,8,7,9,-4.06,1,37,38,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,34,100.0,0,100.0,8014,0,99,99,-1.7,39,37,37,0,0,6,6,1,0,0,0,3.7,12.7,0,1,Dropout
6,12.16666667,8,0,11.75,30,120.0,19,130.0,9119,17,9,9,0.32,43,37,38,0,1,12,12,1,0,2,0,2.6,7.6,0,1,Dropout
6,14.0,6,1,14.0,18,122.8,7,135.0,9238,7,4,4,1.74,1,1,1,0,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,12.0,6,1,12.83333333,18,121.6,6,130.0,9238,6,5,9,1.79,1,38,19,0,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
3,11.66666667,4,1,12.25,18,149.2,10,146.0,9773,11,3,1,-3.12,1,3,1,0,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
7,14.82857143,7,1,14.82857143,18,140.0,8,146.0,9500,8,3,2,-1.7,17,4,1,0,0,8,8,1,1,0,0,3.7,12.7,0,4,Non-Dropout
5,12.8,5,1,11.4,19,133.4,8,154.0,9773,7,9,9,-1.7,1,38,38,1,0,6,6,1,1,0,0,3.7,12.7,0,2,Non-Dropout
6,12.5,6,1,13.0,19,126.2,8,137.0,9070,6,9,9,1.74,1,37,37,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
7,13.67142857,7,1,13.67142857,18,127.8,8,151.0,9500,8,9,9,-1.7,1,1,1,1,0,8,8,1,0,0,0,3.7,12.7,0,5,Non-Dropout
5,12.8,6,1,12.66666667,21,150.0,8,150.0,9003,9,8,4,0.79,44,37,38,1,0,6,6,39,0,0,0,-0.3,13.9,0,1,Non-Dropout
1,13.0,2,0,10.0,20,113.7,12,121.0,9147,10,9,9,0.32,1,1,19,0,0,5,5,1,1,0,0,2.6,7.6,0,2,Dropout
5,12.33333333,5,1,13.5,20,117.8,8,122.0,9147,10,8,4,0.79,17,12,19,0,0,5,5,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
8,13.55,7,1,12.67,19,136.7,8,143.0,9500,8,5,2,2.02,1,5,1,0,0,8,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
6,15.42857143,6,1,14.5,20,144.7,7,152.0,9238,8,5,4,-0.92,1,1,38,0,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
8,15.3875,7,1,13.68571429,18,139.8,8,145.0,9500,7,10,4,0.79,17,12,1,0,0,8,7,1,1,0,0,-0.3,13.9,0,3,Non-Dropout
3,10.66666667,5,1,11.0,20,113.7,10,120.0,9853,8,3,3,-1.7,42,37,38,0,0,6,6,1,0,0,0,3.7,12.7,0,1,Dropout
5,13.2,7,0,11.55555556,29,140.0,12,140.0,9130,16,0,2,0.32,7,5,4,0,1,7,9,3,0,2,4,2.6,7.6,0,1,Dropout
8,13.775,7,1,13.79714286,18,142.3,8,143.0,9500,7,6,5,1.79,1,19,19,1,0,8,7,1,0,0,0,0.5,12.4,0,1,Non-Dropout
7,13.81285714,7,1,14.00375,20,119.6,11,129.0,9500,8,5,5,-4.06,1,19,19,1,0,8,7,1,1,0,0,2.8,15.5,0,1,Non-Dropout
4,11.4,4,1,12.0,22,123.7,8,139.0,9147,8,9,9,-0.92,16,38,37,1,0,5,5,1,1,2,0,0.3,16.2,0,2,Non-Dropout
6,14.16666667,5,1,14.16666667,47,143.0,7,133.1,8014,9,10,4,-0.92,1,39,19,1,0,6,6,1,1,0,0,0.3,16.2,0,1,Non-Dropout
5,13.8,5,1,14.0,31,100.1,5,127.0,9991,5,4,8,3.51,51,37,37,0,0,5,5,1,0,0,0,1.4,8.9,0,1,Non-Dropout
6,12.83333333,5,1,13.8,21,119.4,6,126.0,9070,7,5,7,-0.92,1,19,37,1,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
6,11.85714286,5,1,12.8,21,122.1,10,128.0,8014,8,0,0,0.32,1,38,38,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Non-Dropout
6,13.83333333,6,1,12.16666667,24,100.0,6,100.0,9773,6,4,4,0.32,39,1,1,0,0,6,6,12,0,0,0,2.6,7.6,0,1,Non-Dropout
6,12.33333333,6,1,12.5,18,113.9,6,123.0,9070,8,9,2,-4.06,17,4,37,0,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
4,11.5,4,1,12.0,32,101.0,12,170.0,8014,9,2,90,0.32,39,34,1,0,0,6,6,15,0,0,0,2.6,7.6,0,1,Non-Dropout
6,11.5,6,1,10.83333333,19,111.8,9,117.0,8014,8,4,3,1.74,18,3,1,1,0,6,6,1,1,0,0,1.4,10.8,0,2,Non-Dropout
8,13.385,8,1,13.385,24,140.0,8,140.0,9500,8,1,1,-3.12,39,3,3,0,0,8,8,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
6,14.5,6,1,15.66666667,19,124.4,9,123.0,9085,14,10,4,-4.06,17,19,19,0,0,6,6,1,1,0,0,2.8,15.5,0,4,Non-Dropout
6,13.83333333,6,1,14.33333333,19,150.0,7,150.0,9003,9,6,6,0.79,44,19,37,1,1,6,6,39,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,13.0,6,1,11.42857143,24,140.0,12,140.0,9003,10,4,9,1.79,44,37,37,0,0,6,6,39,0,0,0,0.5,12.4,0,1,Non-Dropout
6,11.66666667,6,1,11.66666667,18,116.0,8,123.0,9238,9,144,191,3.51,17,19,19,1,0,6,6,1,1,0,0,1.4,8.9,0,4,Non-Dropout
2,11.33333333,5,1,12.0,19,135.6,10,130.0,9070,9,6,3,3.51,1,38,37,1,0,6,6,1,1,0,0,1.4,8.9,0,1,Dropout
7,14.72571429,7,1,14.72571429,19,121.0,8,137.0,9500,8,4,2,1.74,1,3,38,1,0,8,8,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,13.66666667,6,1,14.16666667,18,118.7,6,126.0,9773,6,8,9,1.79,17,19,38,1,0,6,6,1,1,0,0,0.5,12.4,0,2,Non-Dropout
6,12.33333333,6,1,11.57142857,18,125.7,8,125.0,9238,10,3,3,1.79,1,1,1,0,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
8,13.1375,7,1,12.5,20,107.1,8,112.0,9556,7,10,4,1.79,17,1,1,0,0,8,7,1,1,0,0,0.5,12.4,0,4,Non-Dropout
8,12.86,8,1,12.86,18,125.5,10,141.0,9500,10,7,5,-3.12,1,19,38,0,0,8,8,1,0,2,2,-0.8,9.4,0,1,Non-Dropout
6,13.71428571,6,1,12.25,18,127.0,9,135.0,9670,10,7,9,2.02,17,38,38,0,0,6,6,1,1,0,0,0.6,11.1,0,4,Non-Dropout
5,12.2,4,1,12.0,21,113.5,5,117.0,9085,7,9,9,1.74,1,38,37,1,0,5,5,1,1,0,0,1.4,10.8,0,2,Non-Dropout
8,16.16888889,7,1,15.11666667,18,154.4,9,160.0,9500,9,9,4,-4.06,1,19,19,1,0,8,7,1,0,0,0,2.8,15.5,0,1,Non-Dropout
4,10.25,2,0,12.5,18,122.0,6,136.0,9670,6,5,5,-3.12,51,19,19,0,1,5,5,1,0,0,0,-0.8,9.4,0,1,Dropout
0,0.0,0,1,0.0,19,128.0,0,143.0,9238,11,3,4,-3.12,17,1,11,0,0,6,6,1,1,0,0,-0.8,9.4,0,2,Dropout
4,11.0,4,1,11.0,19,115.5,9,119.0,9670,8,10,4,1.74,1,1,19,0,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
4,14.6,6,1,11.875,18,117.2,11,120.0,9670,8,5,5,2.02,17,1,19,0,0,6,6,1,1,0,0,0.6,11.1,0,4,Non-Dropout
0,0.0,1,1,11.0,34,150.0,5,150.0,9130,6,90,90,-1.7,39,3,1,0,0,5,5,3,1,0,0,3.7,12.7,0,1,Dropout
5,13.2,5,1,15.2,19,155.3,6,142.0,9085,5,90,90,0.32,1,11,11,0,0,5,5,1,0,0,0,2.6,7.6,0,3,Non-Dropout
2,11.0,5,0,11.6,19,120.0,12,120.0,9130,7,8,7,1.79,44,37,37,0,1,6,6,39,1,0,0,0.5,12.4,0,1,Dropout
6,15.14285714,6,1,14.83333333,26,116.1,7,160.0,9238,6,1,2,2.02,51,3,19,0,1,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
3,11.33333333,3,1,11.33333333,21,118.9,10,133.1,9853,12,0,0,0.32,17,34,34,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Dropout
5,11.8,5,1,11.2,18,127.3,5,142.0,9147,5,8,4,2.02,17,19,19,1,0,5,5,1,0,0,0,0.6,11.1,0,2,Non-Dropout
5,13.66666667,5,1,13.4,20,113.7,9,121.0,9853,8,7,5,-3.12,17,38,38,1,0,6,6,1,1,0,0,-0.8,9.4,0,4,Non-Dropout
0,0.0,2,1,10.5,25,118.5,5,135.0,9147,12,4,4,2.02,51,1,1,0,0,5,5,1,0,0,0,0.6,11.1,0,1,Dropout
5,16.4,5,1,16.2,18,146.7,5,153.0,9147,5,3,4,2.02,1,1,38,0,0,5,5,1,0,0,0,0.6,11.1,0,1,Non-Dropout
8,14.88181818,7,1,14.54285714,18,124.3,11,140.0,9500,7,6,3,-0.92,1,19,19,1,0,8,7,1,1,0,0,0.3,16.2,0,1,Non-Dropout
8,14.35555556,7,1,13.69428571,19,137.8,9,152.0,9500,7,5,3,2.02,1,41,19,0,0,8,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
6,11.85714286,6,1,11.28571429,18,130.2,10,120.0,9238,8,9,5,1.79,1,19,38,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
6,13.08333333,6,1,11.75714286,20,147.8,12,160.0,9500,11,7,7,-4.06,17,38,38,0,0,8,7,1,0,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,0,0.0,26,150.0,0,150.0,9085,3,5,9,3.51,7,19,19,0,1,6,3,40,0,0,0,1.4,8.9,0,1,Dropout
7,13.05857143,7,1,13.05857143,19,100.0,8,100.0,9500,8,9,7,1.74,42,37,37,1,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
8,14.05555556,7,1,14.3,19,155.6,9,150.0,9500,7,1,5,-0.92,1,1,1,0,0,8,7,1,0,0,0,0.3,16.2,0,1,Non-Dropout
8,12.0,5,1,11.8,19,117.4,14,124.0,9147,15,9,9,0.32,43,37,37,0,0,10,10,1,0,0,0,2.6,7.6,0,4,Non-Dropout
3,13.0,3,1,10.33333333,19,128.8,8,141.0,9085,9,5,7,0.32,5,1,19,0,0,5,5,1,1,0,1,2.6,7.6,0,3,Non-Dropout
3,11.66666667,6,1,10.57142857,18,117.5,11,121.0,9254,7,8,5,-0.92,1,19,19,0,0,6,6,1,1,0,0,0.3,16.2,0,1,Non-Dropout
6,13.33333333,6,1,13.33333333,19,120.4,7,134.0,9500,7,9,9,0.32,43,1,37,0,0,7,7,6,1,0,0,2.6,7.6,0,1,Non-Dropout
5,11.0,6,1,11.85714286,18,130.9,9,134.0,9238,10,6,9,0.79,1,1,1,0,1,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,11.4,5,1,12.6,18,125.0,8,132.0,9853,9,4,4,-3.12,1,2,19,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
